"Device","Context","Stream","Kernel","Correlation_ID","l2_read_transactions","l2_tex_read_transactions","l2_tex_read_hit_rate","l2_global_load_bytes","l2_local_load_bytes","local_hit_rate"
"Tesla V100-DGXS-32GB (0)","1","7","_ZN2at6native29vectorized_elementwise_kernelILi4EZNS0_21threshold_kernel_implIfEEvRNS_18TensorIteratorBaseET_S5_EUlffE_NS_6detail5ArrayIPcLi3EEEEEviT0_T1_",4864,802924,802816,0.000000,25690112,0,0.000000
"Tesla V100-DGXS-32GB (0)","1","7","void cudnn::bn_bw_1C11_kernel_new<float, float, float2, int=32, bool=1, int=1>(float, cudnn::bn_bw_1C11_kernel_new<float, float, float2, int=32, bool=1, int=1>, cudnn::bn_bw_1C11_kernel_new<float, float, float2, int=32, bool=1, int=1>, cudnn::bn_bw_1C11_kernel_new<float, float, float2, int=32, bool=1, int=1>, cudnnTensorStruct, float const *, float, float const , float, cudnnTensorStruct*, cudnn::bn_bw_1C11_kernel_new<float, float, float2, int=32, bool=1, int=1> const *, cudnn::bn_bw_1C11_kernel_new<float, float, float2, int=32, bool=1, int=1>*, cudnn::bn_bw_1C11_kernel_new<float, float, float2, int=32, bool=1, int=1> const *, cudnn::bn_bw_1C11_kernel_new<float, float, float2, int=32, bool=1, int=1> const , cudnn::bn_bw_1C11_kernel_new<float, float, float2, int=32, bool=1, int=1> const , cudnn::bn_bw_1C11_kernel_new<float, float, float2, int=32, bool=1, int=1>)",4865,1495228,1493419,19.442300,40665920,0,0.000000
"Tesla V100-DGXS-32GB (0)","1","7","void at::native::vectorized_elementwise_kernel<int=4, at::native::AddFunctor<float, float>, at::detail::Array<char*, int=3>>(int, float, float)",4866,160,128,50.000000,4096,0,0.000000
"Tesla V100-DGXS-32GB (0)","1","7","void at::native::vectorized_elementwise_kernel<int=4, at::native::AddFunctor<float, float>, at::detail::Array<char*, int=3>>(int, float, float)",4867,172,128,50.000000,4096,0,0.000000
"Tesla V100-DGXS-32GB (0)","1","7","void cask_cudnn::computeOffsetsKernel<bool=1, bool=0>(cask_cudnn::ComputeOffsetsParams)",4868,24,0,0.000000,0,0,0.000000
"Tesla V100-DGXS-32GB (0)","1","7","cask_cudnn::computeBOffsetsKernel(cask_cudnn::ComputeBOffsetsParams)",4869,40,0,0.000000,0,0,0.000000
"Tesla V100-DGXS-32GB (0)","1","7","volta_scudnn_128x64_stridedB_small_nn_v1",4870,9994556,9978546,76.235045,286202048,0,0.000000
"Tesla V100-DGXS-32GB (0)","1","7","cask_cudnn::computeWgradSplitKOffsetsKernel(cask_cudnn::ComputeSplitKOffsetsParams)",4871,104,0,0.000000,0,0,0.000000
"Tesla V100-DGXS-32GB (0)","1","7","cask_cudnn::computeWgradBOffsetsKernel(cask_cudnn::ComputeWgradBOffsetsParams)",4872,32,0,0.000000,0,0,0.000000
"Tesla V100-DGXS-32GB (0)","1","7","volta_scudnn_128x128_stridedB_splitK_medium_nn_v1",4874,13532236,13556792,86.125914,418533536,0,0.000000
"Tesla V100-DGXS-32GB (0)","1","7","void at::native::vectorized_elementwise_kernel<int=4, at::native::AddFunctor<float, float>, at::detail::Array<char*, int=3>>(int, float, float)",4875,1605796,1605632,5.553452,51380224,0,0.000000
"Tesla V100-DGXS-32GB (0)","1","7","void at::native::vectorized_elementwise_kernel<int=4, at::native::AddFunctor<float, float>, at::detail::Array<char*, int=3>>(int, float, float)",4876,131180,131072,46.319580,4194304,0,0.000000
"Tesla V100-DGXS-32GB (0)","1","7","_ZN2at6native29vectorized_elementwise_kernelILi4EZNS0_21threshold_kernel_implIfEEvRNS_18TensorIteratorBaseET_S5_EUlffE_NS_6detail5ArrayIPcLi3EEEEEviT0_T1_",4877,1605788,1605632,0.000000,51380224,0,0.000000
"Tesla V100-DGXS-32GB (0)","1","7","void cudnn::bn_bw_1C11_kernel_new<float, float, float2, int=32, bool=1, int=1>(float, cudnn::bn_bw_1C11_kernel_new<float, float, float2, int=32, bool=1, int=1>, cudnn::bn_bw_1C11_kernel_new<float, float, float2, int=32, bool=1, int=1>, cudnn::bn_bw_1C11_kernel_new<float, float, float2, int=32, bool=1, int=1>, cudnnTensorStruct, float const *, float, float const , float, cudnnTensorStruct*, cudnn::bn_bw_1C11_kernel_new<float, float, float2, int=32, bool=1, int=1> const *, cudnn::bn_bw_1C11_kernel_new<float, float, float2, int=32, bool=1, int=1>*, cudnn::bn_bw_1C11_kernel_new<float, float, float2, int=32, bool=1, int=1> const *, cudnn::bn_bw_1C11_kernel_new<float, float, float2, int=32, bool=1, int=1> const , cudnn::bn_bw_1C11_kernel_new<float, float, float2, int=32, bool=1, int=1> const , cudnn::bn_bw_1C11_kernel_new<float, float, float2, int=32, bool=1, int=1>)",4878,2974576,2975215,16.606867,80769216,0,0.000000
"Tesla V100-DGXS-32GB (0)","1","7","void at::native::vectorized_elementwise_kernel<int=4, at::native::AddFunctor<float, float>, at::detail::Array<char*, int=3>>(int, float, float)",4879,320,256,100.000000,8192,0,0.000000
"Tesla V100-DGXS-32GB (0)","1","7","void at::native::vectorized_elementwise_kernel<int=4, at::native::AddFunctor<float, float>, at::detail::Array<char*, int=3>>(int, float, float)",4880,320,256,100.000000,8192,0,0.000000
"Tesla V100-DGXS-32GB (0)","1","7","void cask_cudnn::computeOffsetsKernel<bool=1, bool=0>(cask_cudnn::ComputeOffsetsParams)",4881,24,0,0.000000,0,0,0.000000
"Tesla V100-DGXS-32GB (0)","1","7","cask_cudnn::computeBOffsetsKernel(cask_cudnn::ComputeBOffsetsParams)",4882,32,0,0.000000,0,0,0.000000
"Tesla V100-DGXS-32GB (0)","1","7","volta_scudnn_128x64_stridedB_small_nn_v1",4883,4991619,4990748,66.451061,143001568,0,0.000000
"Tesla V100-DGXS-32GB (0)","1","7","cask_cudnn::computeWgradSplitKOffsetsKernel(cask_cudnn::ComputeSplitKOffsetsParams)",4884,108,0,0.000000,0,0,0.000000
"Tesla V100-DGXS-32GB (0)","1","7","cask_cudnn::computeWgradBOffsetsKernel(cask_cudnn::ComputeWgradBOffsetsParams)",4885,32,0,0.000000,0,0,0.000000
"Tesla V100-DGXS-32GB (0)","1","7","volta_scudnn_128x128_stridedB_splitK_medium_nn_v1",4887,6838641,6852386,89.192232,210609024,0,0.000000
"Tesla V100-DGXS-32GB (0)","1","7","void at::native::vectorized_elementwise_kernel<int=4, at::native::AddFunctor<float, float>, at::detail::Array<char*, int=3>>(int, float, float)",4888,65632,65536,100.000000,2097152,0,0.000000
"Tesla V100-DGXS-32GB (0)","1","7","_ZN2at6native29vectorized_elementwise_kernelILi4EZNS0_21threshold_kernel_implIfEEvRNS_18TensorIteratorBaseET_S5_EUlffE_NS_6detail5ArrayIPcLi3EEEEEviT0_T1_",4889,401516,401408,0.000000,12845056,0,0.000000
"Tesla V100-DGXS-32GB (0)","1","7","void cudnn::bn_bw_1C11_kernel_new<float, float, float2, int=32, bool=1, int=1>(float, cudnn::bn_bw_1C11_kernel_new<float, float, float2, int=32, bool=1, int=1>, cudnn::bn_bw_1C11_kernel_new<float, float, float2, int=32, bool=1, int=1>, cudnn::bn_bw_1C11_kernel_new<float, float, float2, int=32, bool=1, int=1>, cudnnTensorStruct, float const *, float, float const , float, cudnnTensorStruct*, cudnn::bn_bw_1C11_kernel_new<float, float, float2, int=32, bool=1, int=1> const *, cudnn::bn_bw_1C11_kernel_new<float, float, float2, int=32, bool=1, int=1>*, cudnn::bn_bw_1C11_kernel_new<float, float, float2, int=32, bool=1, int=1> const *, cudnn::bn_bw_1C11_kernel_new<float, float, float2, int=32, bool=1, int=1> const , cudnn::bn_bw_1C11_kernel_new<float, float, float2, int=32, bool=1, int=1> const , cudnn::bn_bw_1C11_kernel_new<float, float, float2, int=32, bool=1, int=1>)",4890,745313,744402,16.341574,20255296,0,0.000000
"Tesla V100-DGXS-32GB (0)","1","7","void at::native::vectorized_elementwise_kernel<int=4, at::native::AddFunctor<float, float>, at::detail::Array<char*, int=3>>(int, float, float)",4891,80,64,0.000000,2048,0,0.000000
"Tesla V100-DGXS-32GB (0)","1","7","void at::native::vectorized_elementwise_kernel<int=4, at::native::AddFunctor<float, float>, at::detail::Array<char*, int=3>>(int, float, float)",4892,80,64,0.000000,2048,0,0.000000
"Tesla V100-DGXS-32GB (0)","1","7","void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<float, float>)",4893,205669,205240,19.443578,6487200,0,0.000000
"Tesla V100-DGXS-32GB (0)","1","7","void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<float, float>)",4894,74900,73728,0.000000,2359296,0,0.000000
"Tesla V100-DGXS-32GB (0)","1","7","volta_sgemm_64x64_nt",4895,4482412,4456936,69.049589,144340224,0,0.000000
"Tesla V100-DGXS-32GB (0)","1","7","void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<float, float>)",4896,592148,589824,0.000000,18874368,0,0.000000
"Tesla V100-DGXS-32GB (0)","1","7","void cudnn::winograd_nonfused::winogradWgradData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<float, float>)",4897,256319,254114,34.738739,7968320,0,0.000000
"Tesla V100-DGXS-32GB (0)","1","7","void cudnn::winograd_nonfused::winogradWgradDelta4x4<float, float>(cudnn::winograd_nonfused::WinogradDeltaParams<float, float>)",4898,209358,209164,17.785087,6150624,0,0.000000
"Tesla V100-DGXS-32GB (0)","1","7","volta_sgemm_64x64_nt",4899,4718844,4718592,52.722846,150994944,0,0.000000
"Tesla V100-DGXS-32GB (0)","1","7","void cudnn::winograd_nonfused::winogradWgradOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradWgradOutputParams<float, float>)",4900,295008,294912,0.000000,9437184,0,0.000000
"Tesla V100-DGXS-32GB (0)","1","7","void at::native::vectorized_elementwise_kernel<int=4, at::native::AddFunctor<float, float>, at::detail::Array<char*, int=3>>(int, float, float)",4901,147552,147456,0.000000,4718592,0,0.000000
"Tesla V100-DGXS-32GB (0)","1","7","_ZN2at6native29vectorized_elementwise_kernelILi4EZNS0_21threshold_kernel_implIfEEvRNS_18TensorIteratorBaseET_S5_EUlffE_NS_6detail5ArrayIPcLi3EEEEEviT0_T1_",4902,401516,401408,0.000000,12845056,0,0.000000
"Tesla V100-DGXS-32GB (0)","1","7","void cudnn::bn_bw_1C11_kernel_new<float, float, float2, int=32, bool=1, int=1>(float, cudnn::bn_bw_1C11_kernel_new<float, float, float2, int=32, bool=1, int=1>, cudnn::bn_bw_1C11_kernel_new<float, float, float2, int=32, bool=1, int=1>, cudnn::bn_bw_1C11_kernel_new<float, float, float2, int=32, bool=1, int=1>, cudnnTensorStruct, float const *, float, float const , float, cudnnTensorStruct*, cudnn::bn_bw_1C11_kernel_new<float, float, float2, int=32, bool=1, int=1> const *, cudnn::bn_bw_1C11_kernel_new<float, float, float2, int=32, bool=1, int=1>*, cudnn::bn_bw_1C11_kernel_new<float, float, float2, int=32, bool=1, int=1> const *, cudnn::bn_bw_1C11_kernel_new<float, float, float2, int=32, bool=1, int=1> const , cudnn::bn_bw_1C11_kernel_new<float, float, float2, int=32, bool=1, int=1> const , cudnn::bn_bw_1C11_kernel_new<float, float, float2, int=32, bool=1, int=1>)",4903,750740,750320,16.064213,20286944,0,0.000000
"Tesla V100-DGXS-32GB (0)","1","7","void at::native::vectorized_elementwise_kernel<int=4, at::native::AddFunctor<float, float>, at::detail::Array<char*, int=3>>(int, float, float)",4904,80,64,0.000000,2048,0,0.000000
"Tesla V100-DGXS-32GB (0)","1","7","void at::native::vectorized_elementwise_kernel<int=4, at::native::AddFunctor<float, float>, at::detail::Array<char*, int=3>>(int, float, float)",4905,80,64,0.000000,2048,0,0.000000
"Tesla V100-DGXS-32GB (0)","1","7","void cask_cudnn::computeOffsetsKernel<bool=1, bool=0>(cask_cudnn::ComputeOffsetsParams)",4906,24,0,0.000000,0,0,0.000000
"Tesla V100-DGXS-32GB (0)","1","7","cask_cudnn::computeBOffsetsKernel(cask_cudnn::ComputeBOffsetsParams)",4907,32,0,0.000000,0,0,0.000000
"Tesla V100-DGXS-32GB (0)","1","7","volta_scudnn_128x64_stridedB_small_nn_v1",4908,5038580,5035839,69.424876,144394560,0,0.000000
"Tesla V100-DGXS-32GB (0)","1","7","cask_cudnn::computeWgradSplitKOffsetsKernel(cask_cudnn::ComputeSplitKOffsetsParams)",4909,96,0,0.000000,0,0,0.000000
"Tesla V100-DGXS-32GB (0)","1","7","cask_cudnn::computeWgradBOffsetsKernel(cask_cudnn::ComputeWgradBOffsetsParams)",4910,32,0,0.000000,0,0,0.000000
"Tesla V100-DGXS-32GB (0)","1","7","volta_scudnn_128x128_stridedB_splitK_medium_nn_v1",4912,6800362,6796896,90.040101,210017120,0,0.000000
"Tesla V100-DGXS-32GB (0)","1","7","void at::native::vectorized_elementwise_kernel<int=4, at::native::AddFunctor<float, float>, at::detail::Array<char*, int=3>>(int, float, float)",4913,1605728,1605632,0.000000,51380224,0,0.000000
"Tesla V100-DGXS-32GB (0)","1","7","void at::native::vectorized_elementwise_kernel<int=4, at::native::AddFunctor<float, float>, at::detail::Array<char*, int=3>>(int, float, float)",4914,65644,65536,100.000000,2097152,0,0.000000
"Tesla V100-DGXS-32GB (0)","1","7","_ZN2at6native29vectorized_elementwise_kernelILi4EZNS0_21threshold_kernel_implIfEEvRNS_18TensorIteratorBaseET_S5_EUlffE_NS_6detail5ArrayIPcLi3EEEEEviT0_T1_",4915,1605728,1605632,0.000000,51380224,0,0.000000
"Tesla V100-DGXS-32GB (0)","1","7","void cudnn::bn_bw_1C11_kernel_new<float, float, float2, int=32, bool=1, int=1>(float, cudnn::bn_bw_1C11_kernel_new<float, float, float2, int=32, bool=1, int=1>, cudnn::bn_bw_1C11_kernel_new<float, float, float2, int=32, bool=1, int=1>, cudnn::bn_bw_1C11_kernel_new<float, float, float2, int=32, bool=1, int=1>, cudnnTensorStruct, float const *, float, float const , float, cudnnTensorStruct*, cudnn::bn_bw_1C11_kernel_new<float, float, float2, int=32, bool=1, int=1> const *, cudnn::bn_bw_1C11_kernel_new<float, float, float2, int=32, bool=1, int=1>*, cudnn::bn_bw_1C11_kernel_new<float, float, float2, int=32, bool=1, int=1> const *, cudnn::bn_bw_1C11_kernel_new<float, float, float2, int=32, bool=1, int=1> const , cudnn::bn_bw_1C11_kernel_new<float, float, float2, int=32, bool=1, int=1> const , cudnn::bn_bw_1C11_kernel_new<float, float, float2, int=32, bool=1, int=1>)",4916,3015143,3016223,16.575664,82077472,0,0.000000
"Tesla V100-DGXS-32GB (0)","1","7","void at::native::vectorized_elementwise_kernel<int=4, at::native::AddFunctor<float, float>, at::detail::Array<char*, int=3>>(int, float, float)",4917,320,256,50.000000,8192,0,0.000000
"Tesla V100-DGXS-32GB (0)","1","7","void at::native::vectorized_elementwise_kernel<int=4, at::native::AddFunctor<float, float>, at::detail::Array<char*, int=3>>(int, float, float)",4918,332,256,50.000000,8192,0,0.000000
"Tesla V100-DGXS-32GB (0)","1","7","void cask_cudnn::computeOffsetsKernel<bool=1, bool=0>(cask_cudnn::ComputeOffsetsParams)",4919,24,0,0.000000,0,0,0.000000
"Tesla V100-DGXS-32GB (0)","1","7","cask_cudnn::computeBOffsetsKernel(cask_cudnn::ComputeBOffsetsParams)",4920,44,0,0.000000,0,0,0.000000
"Tesla V100-DGXS-32GB (0)","1","7","volta_scudnn_128x64_stridedB_small_nn_v1",4921,4991973,4991411,66.121263,142968736,0,0.000000
"Tesla V100-DGXS-32GB (0)","1","7","cask_cudnn::computeWgradSplitKOffsetsKernel(cask_cudnn::ComputeSplitKOffsetsParams)",4922,108,0,0.000000,0,0,0.000000
"Tesla V100-DGXS-32GB (0)","1","7","cask_cudnn::computeWgradBOffsetsKernel(cask_cudnn::ComputeWgradBOffsetsParams)",4923,60,0,0.000000,0,0,0.000000
"Tesla V100-DGXS-32GB (0)","1","7","volta_scudnn_128x128_stridedB_splitK_medium_nn_v1",4925,6841882,6828966,89.700930,210814176,0,0.000000
"Tesla V100-DGXS-32GB (0)","1","7","void at::native::vectorized_elementwise_kernel<int=4, at::native::AddFunctor<float, float>, at::detail::Array<char*, int=3>>(int, float, float)",4926,65632,65536,0.000000,2097152,0,0.000000
"Tesla V100-DGXS-32GB (0)","1","7","_ZN2at6native29vectorized_elementwise_kernelILi4EZNS0_21threshold_kernel_implIfEEvRNS_18TensorIteratorBaseET_S5_EUlffE_NS_6detail5ArrayIPcLi3EEEEEviT0_T1_",4927,401504,401408,0.000000,12845056,0,0.000000
"Tesla V100-DGXS-32GB (0)","1","7","void cudnn::bn_bw_1C11_kernel_new<float, float, float2, int=32, bool=1, int=1>(float, cudnn::bn_bw_1C11_kernel_new<float, float, float2, int=32, bool=1, int=1>, cudnn::bn_bw_1C11_kernel_new<float, float, float2, int=32, bool=1, int=1>, cudnn::bn_bw_1C11_kernel_new<float, float, float2, int=32, bool=1, int=1>, cudnnTensorStruct, float const *, float, float const , float, cudnnTensorStruct*, cudnn::bn_bw_1C11_kernel_new<float, float, float2, int=32, bool=1, int=1> const *, cudnn::bn_bw_1C11_kernel_new<float, float, float2, int=32, bool=1, int=1>*, cudnn::bn_bw_1C11_kernel_new<float, float, float2, int=32, bool=1, int=1> const *, cudnn::bn_bw_1C11_kernel_new<float, float, float2, int=32, bool=1, int=1> const , cudnn::bn_bw_1C11_kernel_new<float, float, float2, int=32, bool=1, int=1> const , cudnn::bn_bw_1C11_kernel_new<float, float, float2, int=32, bool=1, int=1>)",4928,740654,738980,16.332106,20077088,0,0.000000
"Tesla V100-DGXS-32GB (0)","1","7","void at::native::vectorized_elementwise_kernel<int=4, at::native::AddFunctor<float, float>, at::detail::Array<char*, int=3>>(int, float, float)",4929,80,64,100.000000,2048,0,0.000000
"Tesla V100-DGXS-32GB (0)","1","7","void at::native::vectorized_elementwise_kernel<int=4, at::native::AddFunctor<float, float>, at::detail::Array<char*, int=3>>(int, float, float)",4930,92,64,100.000000,2048,0,0.000000
"Tesla V100-DGXS-32GB (0)","1","7","void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<float, float>)",4931,205664,205663,19.580090,6495072,0,0.000000
"Tesla V100-DGXS-32GB (0)","1","7","void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<float, float>)",4932,73824,73728,0.000000,2359296,0,0.000000
"Tesla V100-DGXS-32GB (0)","1","7","volta_sgemm_64x64_nt",4933,4468680,4486420,69.360069,143790208,0,0.000000
"Tesla V100-DGXS-32GB (0)","1","7","void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<float, float>)",4934,591668,589824,0.000000,18874368,0,0.000000
"Tesla V100-DGXS-32GB (0)","1","7","void cudnn::winograd_nonfused::winogradWgradData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<float, float>)",4935,253981,254126,34.853183,7978176,0,0.000000
"Tesla V100-DGXS-32GB (0)","1","7","void cudnn::winograd_nonfused::winogradWgradDelta4x4<float, float>(cudnn::winograd_nonfused::WinogradDeltaParams<float, float>)",4936,210572,209210,17.404044,6132832,0,0.000000
"Tesla V100-DGXS-32GB (0)","1","7","volta_sgemm_64x64_nt",4937,4718736,4718592,53.384569,150994944,0,0.000000
"Tesla V100-DGXS-32GB (0)","1","7","void cudnn::winograd_nonfused::winogradWgradOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradWgradOutputParams<float, float>)",4938,295008,294912,0.000000,9437184,0,0.000000
"Tesla V100-DGXS-32GB (0)","1","7","void at::native::vectorized_elementwise_kernel<int=4, at::native::AddFunctor<float, float>, at::detail::Array<char*, int=3>>(int, float, float)",4939,147552,147456,45.496962,4718592,0,0.000000
"Tesla V100-DGXS-32GB (0)","1","7","_ZN2at6native29vectorized_elementwise_kernelILi4EZNS0_21threshold_kernel_implIfEEvRNS_18TensorIteratorBaseET_S5_EUlffE_NS_6detail5ArrayIPcLi3EEEEEviT0_T1_",4940,401504,401408,0.000000,12845056,0,0.000000
"Tesla V100-DGXS-32GB (0)","1","7","void cudnn::bn_bw_1C11_kernel_new<float, float, float2, int=32, bool=1, int=1>(float, cudnn::bn_bw_1C11_kernel_new<float, float, float2, int=32, bool=1, int=1>, cudnn::bn_bw_1C11_kernel_new<float, float, float2, int=32, bool=1, int=1>, cudnn::bn_bw_1C11_kernel_new<float, float, float2, int=32, bool=1, int=1>, cudnnTensorStruct, float const *, float, float const , float, cudnnTensorStruct*, cudnn::bn_bw_1C11_kernel_new<float, float, float2, int=32, bool=1, int=1> const *, cudnn::bn_bw_1C11_kernel_new<float, float, float2, int=32, bool=1, int=1>*, cudnn::bn_bw_1C11_kernel_new<float, float, float2, int=32, bool=1, int=1> const *, cudnn::bn_bw_1C11_kernel_new<float, float, float2, int=32, bool=1, int=1> const , cudnn::bn_bw_1C11_kernel_new<float, float, float2, int=32, bool=1, int=1> const , cudnn::bn_bw_1C11_kernel_new<float, float, float2, int=32, bool=1, int=1>)",4941,742189,740389,25.165285,20042976,0,0.000000
"Tesla V100-DGXS-32GB (0)","1","7","void at::native::vectorized_elementwise_kernel<int=4, at::native::AddFunctor<float, float>, at::detail::Array<char*, int=3>>(int, float, float)",4942,80,64,50.000000,2048,0,0.000000
"Tesla V100-DGXS-32GB (0)","1","7","void at::native::vectorized_elementwise_kernel<int=4, at::native::AddFunctor<float, float>, at::detail::Array<char*, int=3>>(int, float, float)",4943,80,64,100.000000,2048,0,0.000000
"Tesla V100-DGXS-32GB (0)","1","7","void cask_cudnn::computeOffsetsKernel<bool=1, bool=0>(cask_cudnn::ComputeOffsetsParams)",4944,100,0,0.000000,0,0,0.000000
"Tesla V100-DGXS-32GB (0)","1","7","cask_cudnn::computeBOffsetsKernel(cask_cudnn::ComputeBOffsetsParams)",4945,40,0,0.000000,0,0,0.000000
"Tesla V100-DGXS-32GB (0)","1","7","volta_scudnn_128x64_stridedB_small_nn_v1",4946,5040833,5039011,71.790972,144426880,0,0.000000
"Tesla V100-DGXS-32GB (0)","1","7","cask_cudnn::computeWgradSplitKOffsetsKernel(cask_cudnn::ComputeSplitKOffsetsParams)",4947,444,0,0.000000,0,0,0.000000
"Tesla V100-DGXS-32GB (0)","1","7","cask_cudnn::computeWgradBOffsetsKernel(cask_cudnn::ComputeWgradBOffsetsParams)",4948,48,0,0.000000,0,0,0.000000
"Tesla V100-DGXS-32GB (0)","1","7","volta_scudnn_128x128_stridedB_splitK_medium_nn_v1",4950,6793719,6795296,89.305808,209338464,0,0.000000
"Tesla V100-DGXS-32GB (0)","1","7","void at::native::vectorized_elementwise_kernel<int=4, at::native::AddFunctor<float, float>, at::detail::Array<char*, int=3>>(int, float, float)",4951,1605728,1605632,0.000000,51380224,0,0.000000
"Tesla V100-DGXS-32GB (0)","1","7","void at::native::vectorized_elementwise_kernel<int=4, at::native::AddFunctor<float, float>, at::detail::Array<char*, int=3>>(int, float, float)",4952,65644,65536,50.000000,2097152,0,0.000000
"Tesla V100-DGXS-32GB (0)","1","7","_ZN2at6native29vectorized_elementwise_kernelILi4EZNS0_21threshold_kernel_implIfEEvRNS_18TensorIteratorBaseET_S5_EUlffE_NS_6detail5ArrayIPcLi3EEEEEviT0_T1_",4953,1605728,1605632,0.000000,51380224,0,0.000000
"Tesla V100-DGXS-32GB (0)","1","7","void cudnn::bn_bw_1C11_kernel_new<float, float, float2, int=32, bool=1, int=1>(float, cudnn::bn_bw_1C11_kernel_new<float, float, float2, int=32, bool=1, int=1>, cudnn::bn_bw_1C11_kernel_new<float, float, float2, int=32, bool=1, int=1>, cudnn::bn_bw_1C11_kernel_new<float, float, float2, int=32, bool=1, int=1>, cudnnTensorStruct, float const *, float, float const , float, cudnnTensorStruct*, cudnn::bn_bw_1C11_kernel_new<float, float, float2, int=32, bool=1, int=1> const *, cudnn::bn_bw_1C11_kernel_new<float, float, float2, int=32, bool=1, int=1>*, cudnn::bn_bw_1C11_kernel_new<float, float, float2, int=32, bool=1, int=1> const *, cudnn::bn_bw_1C11_kernel_new<float, float, float2, int=32, bool=1, int=1> const , cudnn::bn_bw_1C11_kernel_new<float, float, float2, int=32, bool=1, int=1> const , cudnn::bn_bw_1C11_kernel_new<float, float, float2, int=32, bool=1, int=1>)",4954,2989430,2989154,17.123942,81317248,0,0.000000
"Tesla V100-DGXS-32GB (0)","1","7","void at::native::vectorized_elementwise_kernel<int=4, at::native::AddFunctor<float, float>, at::detail::Array<char*, int=3>>(int, float, float)",4955,320,256,50.000000,8192,0,0.000000
"Tesla V100-DGXS-32GB (0)","1","7","void at::native::vectorized_elementwise_kernel<int=4, at::native::AddFunctor<float, float>, at::detail::Array<char*, int=3>>(int, float, float)",4956,332,256,50.000000,8192,0,0.000000
"Tesla V100-DGXS-32GB (0)","1","7","void cask_cudnn::computeOffsetsKernel<bool=1, bool=0>(cask_cudnn::ComputeOffsetsParams)",4957,24,0,0.000000,0,0,0.000000
"Tesla V100-DGXS-32GB (0)","1","7","cask_cudnn::computeBOffsetsKernel(cask_cudnn::ComputeBOffsetsParams)",4958,32,0,0.000000,0,0,0.000000
"Tesla V100-DGXS-32GB (0)","1","7","volta_scudnn_128x64_stridedB_small_nn_v1",4959,4991704,4990819,66.714922,142980672,0,0.000000
"Tesla V100-DGXS-32GB (0)","1","7","cask_cudnn::computeWgradSplitKOffsetsKernel(cask_cudnn::ComputeSplitKOffsetsParams)",4960,108,0,0.000000,0,0,0.000000
"Tesla V100-DGXS-32GB (0)","1","7","cask_cudnn::computeWgradBOffsetsKernel(cask_cudnn::ComputeWgradBOffsetsParams)",4961,32,0,0.000000,0,0,0.000000
"Tesla V100-DGXS-32GB (0)","1","7","volta_scudnn_128x128_stridedB_splitK_medium_nn_v1",4963,6849588,6852228,89.732653,210879712,0,0.000000
"Tesla V100-DGXS-32GB (0)","1","7","void at::native::vectorized_elementwise_kernel<int=4, at::native::AddFunctor<float, float>, at::detail::Array<char*, int=3>>(int, float, float)",4964,65632,65536,50.000000,2097152,0,0.000000
"Tesla V100-DGXS-32GB (0)","1","7","_ZN2at6native29vectorized_elementwise_kernelILi4EZNS0_21threshold_kernel_implIfEEvRNS_18TensorIteratorBaseET_S5_EUlffE_NS_6detail5ArrayIPcLi3EEEEEviT0_T1_",4965,401504,401408,0.000000,12845056,0,0.000000
"Tesla V100-DGXS-32GB (0)","1","7","void cudnn::bn_bw_1C11_kernel_new<float, float, float2, int=32, bool=1, int=1>(float, cudnn::bn_bw_1C11_kernel_new<float, float, float2, int=32, bool=1, int=1>, cudnn::bn_bw_1C11_kernel_new<float, float, float2, int=32, bool=1, int=1>, cudnn::bn_bw_1C11_kernel_new<float, float, float2, int=32, bool=1, int=1>, cudnnTensorStruct, float const *, float, float const , float, cudnnTensorStruct*, cudnn::bn_bw_1C11_kernel_new<float, float, float2, int=32, bool=1, int=1> const *, cudnn::bn_bw_1C11_kernel_new<float, float, float2, int=32, bool=1, int=1>*, cudnn::bn_bw_1C11_kernel_new<float, float, float2, int=32, bool=1, int=1> const *, cudnn::bn_bw_1C11_kernel_new<float, float, float2, int=32, bool=1, int=1> const , cudnn::bn_bw_1C11_kernel_new<float, float, float2, int=32, bool=1, int=1> const , cudnn::bn_bw_1C11_kernel_new<float, float, float2, int=32, bool=1, int=1>)",4966,744884,742433,16.646351,20155744,0,0.000000
"Tesla V100-DGXS-32GB (0)","1","7","void at::native::vectorized_elementwise_kernel<int=4, at::native::AddFunctor<float, float>, at::detail::Array<char*, int=3>>(int, float, float)",4967,80,64,0.000000,2048,0,0.000000
